"EMFAC2017 (v1.0.2) Emissions Inventory"
"Region Type: MPO"
"Region: COFCG"
"Calendar Year: 2001"
"Season: Annual"
"Vehicle Classification: EMFAC2011 Categories"
"Units: miles/day for VMT, trips/day for Trips, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,VMT,Trips,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HTSK,ROG_RUNLS,ROG_RESTL,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HTSK,TOG_RUNLS,TOG_RESTL,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,PM2_5_RUNEX,PM2_5_IDLEX,PM2_5_STREX,PM2_5_TOTEX,PM2_5_PMTW,PM2_5_PMBW,PM2_5_TOTAL,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,"Fuel Consumption"
COFCG,2001,LDA,Aggregated,Aggregated,GAS,285242.36120934587,10623937.48042611,1326890.3525578454,2.749223984687302,0,2.2346614849098425,4.983885469597144,0.6097826186212258,0.8493537748433578,3.038205733525452,0.29121281437651064,9.772440410963691,3.2729597220933675,0,2.389433617313965,5.662393339407332,0.6097828259473873,0.8530121820197212,3.051292145793236,0.2912129133889015,10.467693406556577,66.84275161084358,0,11.153372157054694,77.99612376789827,9.068781348508711,0,1.3797668387872613,10.448548187295973,4230.830544941011,0,130.20864685287842,4361.03919179389,0.46275900753998617,0,0.373821763633987,0.8365807711739732,0.10770765651933616,0,0.017759096134557638,0.1254667526538938,0.09368709160981806,0.43037507708260175,0.6495289213463136,0.0993523587330226,0,0.016429346196371295,0.1157817049293939,0.023421772902454514,0.18444646160682934,0.32364993943867776,0.059640654564299955,0,0.001835509327482582,0.06147616389178254,0.5333804390141095,0,0.09083997730862176,0.6242204163227312,447.0904319497795
COFCG,2001,LDA,Aggregated,Aggregated,DSL,1883.999712018161,45833.87163687829,7830.355293971525,0.01645717438250994,0,0,0.01645717438250994,0,0,0,0,0.01645717438250994,0.018735398887192552,0,0,0.018735398887192552,0,0,0,0,0.018735398887192552,0.0911519358592477,0,0,0.0911519358592477,0.08902147708547765,0,0,0.08902147708547765,17.24326699031606,0,0,17.24326699031606,0.0007644042933328549,0,0,0.0007644042933328549,0.013261697924764029,0,0,0.013261697924764029,0.0004041855610303,0.0018567274209829409,0.015522610906777269,0.012688002742908041,0,0,0.012688002742908041,0.000101046390257575,0.000795740323278403,0.01358478945644402,0.001517448193532992,0,0,0.001517448193532992,0.0027032991915124957,0,0,0.0027032991915124957,1.5327452981576646
COFCG,2001,LDA,Aggregated,Aggregated,ELEC,11.1049473671469,293.89813179003846,51.605132216809935,0,0,0,0,0.00000037216687762065924,0.00000027901641139862675,0,0.00000013848655970670132,0.0000007896698487259872,0,0,0,0,0.000000372167004157441,0.0000002802182140773423,0,0.0000001384866067921478,0.0000007908718250269311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000025917378794536496,0.000011905795883740201,0.000014497533763193851,0,0,0,0,0.0000006479344698634124,0.000005102483950174372,0.000005750418420037785,0,0,0,0,0,0,0,0,0
COFCG,2001,LDT1,Aggregated,Aggregated,GAS,54694.27708052401,1863733.0984256011,244887.60633632887,1.0155950840999475,0,0.48640946273899976,1.5020045468389474,0.15894973340745996,0.246949716768457,0.8685866841529319,0.08230595630600643,2.858796637473802,1.1631520268216475,0,0.5209973372497311,1.6841493640713785,0.15894978745038799,0.24801339911471276,0.8723279329148917,0.08230598429004117,3.0457464678414126,23.17174848990412,0,2.7216831558374937,25.893431645741614,2.85463157223982,0,0.31735696308495953,3.1719885353247794,855.069875790166,0,29.187428470711776,884.2573042608777,0.14650625111079307,0,0.076650842339621,0.22315709345041407,0.02613370499265718,0,0.004204078796946083,0.03033778378960326,0.016435312599509585,0.07549971725399715,0.12227281364310999,0.02424827643265927,0,0.0039155689996734685,0.02816384543233274,0.004108828149877396,0.03235702168028449,0.06462969526249462,0.012053644443717893,0,0.00041144577182922974,0.012465090215547123,0.13827006650072068,0,0.01762668161743272,0.1558967481181534,90.65338849984545
COFCG,2001,LDT1,Aggregated,Aggregated,DSL,225.56889393207825,6071.959217060775,941.6529904213551,0.0019752765222678112,0,0,0.0019752765222678112,0,0,0,0,0.0019752765222678112,0.0022487209952957794,0,0,0.0022487209952957794,0,0,0,0,0.0022487209952957794,0.012526880141298047,0,0,0.012526880141298047,0.011086859000024912,0,0,0.011086859000024912,2.729620496217799,0,0,2.729620496217799,0.00009174781885678873,0,0,0.00009174781885678873,0.001659037474174184,0,0,0.001659037474174184,0.000053545514595501536,0.0002459747076730851,0.0019585576964427707,0.0015872682474241937,0,0,0.0015872682474241937,0.000013386378648875384,0.00010541773185989365,0.0017060723579329629,0.00024021304624828555,0,0,0.00024021304624828555,0.00042793403852678293,0,0,0.00042793403852678293,0.2426345879630747
COFCG,2001,LDT1,Aggregated,Aggregated,ELEC,4.734582136622681,106.92973189314829,21.052708091758834,0,0,0,0,0.00000015867294030031244,0.00000011382687747618952,0,0.000000059043592920525084,0.00000033154341069702706,0,0,0,0,0.00000015867299424913067,0.00000011431716206402064,0,0.000000059043612995353556,0.00000033203376930850486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000009429588235194383,0.000004331717095542419,0.000005274675919061857,0,0,0,0,0.00000023573970587985958,0.0000018564501838038941,0.000002092189889683754,0,0,0,0,0,0,0,0,0
COFCG,2001,LDT2,Aggregated,Aggregated,GAS,88142.78746720715,3359145.5308637056,412901.23308575584,1.1155842814245658,0,0.8082542946062021,1.923838576030768,0.1815452873414865,0.25999210144150064,0.8520279059505369,0.08773680036003909,3.305140671124331,1.3206805313708219,0,0.8640480592061042,2.184728590576926,0.18154534906690536,0.2611119610310889,0.8556978313666754,0.08773683019056139,3.570820562232157,28.62093191982819,0,4.120442837265523,32.741374757093716,5.252246604559211,0,0.7698965715426183,6.02214317610183,1852.4192486784682,0,53.705940463612194,1906.1251891420804,0.1808244959184797,0,0.13352841945203087,0.3143529153705106,0.03472097158637287,0,0.005091730762407417,0.03981270234878029,0.029622592909697397,0.1360787861789224,0.2055140814374001,0.03208192731172285,0,0.004714655208150227,0.036796582519873076,0.007405648227424349,0.05831947979096675,0.10252171053826417,0.026112957100302148,0,0.0007570753328967972,0.026870032433198944,0.2611110644067988,0,0.042544969880909535,0.3036560342877084,195.41450940580418
COFCG,2001,LDT2,Aggregated,Aggregated,DSL,8.734582136622677,249.27432546218085,36.99827153513012,0.00007285440713075033,0,0,0.00007285440713075033,0,0,0,0,0.00007285440713075033,0.0000829398988282677,0,0,0.0000829398988282677,0,0,0,0,0.0000829398988282677,0.00043528842719993155,0,0,0.00043528842719993155,0.0004953515434002745,0,0,0.0004953515434002745,0.12801507761815117,0,0,0.12801507761815117,0.0000033839479551332204,0,0,0.0000033839479551332204,0.00005991753506859997,0,0,0.00005991753506859997,0.000002198223267840075,0.000010098088136640344,0.00007221384647308039,0.000057325529024384884,0,0,0.000057325529024384884,0.0000005495558169600188,0.000004327752058560149,0.00006220283689990505,0.000011265628977718951,0,0,0.000011265628977718951,0.00002006945992432345,0,0,0.00002006945992432345,0.011379195625904602
COFCG,2001,LHD1,Aggregated,Aggregated,GAS,11349.117586426735,438361.9599728079,169084.94185255456,0.42242015406409805,0.006434323246273416,0.052474925951367817,0.4813294032617393,0.002332831318413523,0.07329051576008427,0.26108838654940875,0.0007288141519573078,0.8187699510416032,0.5151430438163427,0.007920696701074455,0.056216119334289924,0.579279859851707,0.002332832111576444,0.07360619876139367,0.26221296814933587,0.0007288143997542046,0.9181606732737672,7.336541474014091,0.04374877312049464,0.7690204079360633,8.149310655070648,0.8428811554126636,0.0004937148888982266,0.05655219697978353,0.8999270672813454,532.8170000583397,1.5871877690616774,4.6418302801080555,539.0460181075093,0.06348596822989505,0.001256622255413384,0.007825686563515639,0.07256827704882407,0.005303363090053213,0,0.000422781490829213,0.005726144580882426,0.0038656907740560794,0.036936675346105834,0.04652851070104434,0.004897777884205612,0,0.0003933367672905871,0.005291114651496199,0.0009664226935140199,0.015830003719759643,0.022087541064769862,0.007510949518993106,0.00002237407441819658,0.00006543438536271892,0.007598757978774021,0.03756438269822091,0.000032185620779277725,0.0034849275354308738,0.04108149585443106,55.262589139300985
COFCG,2001,LHD1,Aggregated,Aggregated,DSL,4862.132390565186,213683.0454759844,61159.50891076272,0.04983148437984203,0.0005882661383773525,0,0.05041975051821938,0,0,0,0,0.05041975051821938,0.056729831944264605,0.0006697018879523595,0,0.057399533832216965,0,0,0,0,0.057399533832216965,0.19771262655453,0.004875853326987461,0,0.20258847988151746,1.7931722065481346,0.013913979773526083,0,1.8070861863216607,141.51284262801744,0.769234772952505,0,142.28207740096994,0.0023145772000558278,0.000027323837698158157,0,0.002341901037753986,0.017945201418973294,0.0002993037246781044,0,0.018244505143651397,0.002826542855771376,0.018005077991263663,0.03907612599068644,0.017168899949138432,0.00028635597803709995,0,0.017455255927175534,0.000706635713942844,0.007716461996255856,0.025878353637374233,0.012453464156659069,0.00006769447560459911,0,0.012521158632263668,0.022185561081887684,0.00012059615738558423,0,0.022306157239273268,12.647382034443822
